email,label
"From: no-reply@amazon.com
Subject: 2-step verification code
Here’s your verification code: 152179. Keep this code private and do not share it.",Prioritize
"From: auth@github.com
Subject: Confirm your account access
Security code: 609253. You received this because of a recent login attempt.",Prioritize
"From: no-reply@facebookmail.com
Subject: Sign-in attempt detected
Use 891615 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: noreply@twitter.com
Subject: Verification required
Your one-time verification code is 397005. It will expire shortly.",Prioritize
"From: verify@coinbase.com
Subject: Your verification code
Your verification code is 331230. Enter this code to continue signing in.",Prioritize
"From: security@bankofamerica.com
Subject: Security alert: new login
Here’s your verification code: 321494. Keep this code private and do not share it.",Prioritize
"From: no-reply@netflix.com
Subject: Verification required
Enter 108105 to confirm your login attempt from Mobile App (iOS). If this wasn’t you, please secure your account.",Prioritize
"From: verification@paypal.com
Subject: Confirm your account access
Your one-time verification code is 658453. It will expire shortly.",Prioritize
"From: verify@airbnb.com
Subject: Your one-time code
Security code: 175576. You received this because of a recent login attempt.",Prioritize
"From: security@appleid.com
Subject: Use this code to continue
Use 181644 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: support@dropbox.com
Subject: Confirm your account access
Your verification code is 403578. Enter this code to continue signing in.",Prioritize
"From: no-reply@netflix.com
Subject: Confirm your login
Use 940247 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: login@google.com
Subject: Confirm your account access
Security code: 985506. You received this because of a recent login attempt.",Prioritize
"From: security@uber.com
Subject: Confirm your account access
Here’s your verification code: 649414. Keep this code private and do not share it.",Prioritize
"From: no-reply@netflix.com
Subject: Sign-in attempt detected
Your one-time verification code is 449247. It will expire shortly.",Prioritize
"From: noreply@outlook.com
Subject: Identity verification code
Use 634723 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: verification@paypal.com
Subject: Sign-in attempt detected
Use security code 207798 to finish signing in on your new device.",Prioritize
"From: no-reply@amazon.com
Subject: 2-step verification code
Enter 260295 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Use 891093 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@linkedin.com
Subject: Your one-time code
Enter 757685 on the verification page to confirm it’s you.",Prioritize
"From: login@google.com
Subject: Use this code to continue
Here’s your verification code: 563688. Keep this code private and do not share it.",Prioritize
"From: security@uber.com
Subject: Your verification code
Here’s your verification code: 469038. Keep this code private and do not share it.",Prioritize
"From: auth@github.com
Subject: Use this code to continue
Here’s your verification code: 139434. Keep this code private and do not share it.",Prioritize
"From: login@google.com
Subject: Verification required
Enter 744883 on the verification page to confirm it’s you.",Prioritize
"From: security@uber.com
Subject: Identity verification code
Enter 930281 on the verification page to confirm it’s you.",Prioritize
"From: security@uber.com
Subject: Sign-in attempt detected
Your one-time verification code is 437145. It will expire shortly.",Prioritize
"From: verification@paypal.com
Subject: Your verification code
Use 572407 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: security@venmo.com
Subject: Confirm your login
Enter 141043 on the verification page to confirm it’s you.",Prioritize
"From: security@venmo.com
Subject: Identity verification code
Use 739427 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: verify@coinbase.com
Subject: Confirm your account access
Use 528625 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: login@google.com
Subject: Your one-time code
Here’s your verification code: 199096. Keep this code private and do not share it.",Prioritize
"From: no-reply@facebookmail.com
Subject: 2-step verification code
Use 257677 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verification@paypal.com
Subject: Your one-time code
Enter 425301 to confirm your login attempt from Mobile App (iOS). If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@linkedin.com
Subject: Verification required
Use 424620 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: verification@paypal.com
Subject: Identity verification code
Your one-time verification code is 197992. It will expire shortly.",Prioritize
"From: alert@wellsfargo.com
Subject: Your verification code
Use security code 480211 to finish signing in on your new device.",Prioritize
"From: no-reply@netflix.com
Subject: Use this code to continue
Enter 301332 to confirm your login attempt from Firefox on Linux. If this wasn’t you, please secure your account.",Prioritize
"From: login@google.com
Subject: Security alert: new login
Use 985447 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: no-reply@linkedin.com
Subject: Confirm your login
Enter 726258 to confirm your login attempt from Firefox on Linux. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@amazon.com
Subject: 2-step verification code
Your verification code is 948343. Enter this code to continue signing in.",Prioritize
"From: noreply@twitter.com
Subject: Your one-time code
Enter 809217 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@linkedin.com
Subject: Security alert: new login
Use security code 888939 to finish signing in on your new device.",Prioritize
"From: verify@airbnb.com
Subject: Sign-in attempt detected
Use 424500 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: security@uber.com
Subject: Use this code to continue
Your one-time verification code is 584106. It will expire shortly.",Prioritize
"From: security@venmo.com
Subject: Confirm your account access
Here’s your verification code: 269930. Keep this code private and do not share it.",Prioritize
"From: no-reply@chase.com
Subject: Use this code to continue
Your one-time verification code is 489244. It will expire shortly.",Prioritize
"From: noreply@outlook.com
Subject: Security alert: new login
Enter 187949 on the verification page to confirm it’s you.",Prioritize
"From: security@venmo.com
Subject: Confirm your login
Use security code 971415 to finish signing in on your new device.",Prioritize
"From: auth@github.com
Subject: Your one-time code
Security code: 127965. You received this because of a recent login attempt.",Prioritize
"From: security@venmo.com
Subject: Your one-time code
Use 347231 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verification@microsoft.com
Subject: Your verification code
Enter 434165 to confirm your login attempt from Edge on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: verification@paypal.com
Subject: Your verification code
Enter 400814 on the verification page to confirm it’s you.",Prioritize
"From: auth@github.com
Subject: 2-step verification code
Here’s your verification code: 105506. Keep this code private and do not share it.",Prioritize
"From: security@bankofamerica.com
Subject: Confirm your login
Use 675462 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verify@coinbase.com
Subject: Sign-in attempt detected
Use security code 415779 to finish signing in on your new device.",Prioritize
"From: noreply@twitter.com
Subject: 2-step verification code
Enter 579318 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@linkedin.com
Subject: Identity verification code
Enter 117233 to confirm your login attempt from Chrome on Android. If this wasn’t you, please secure your account.",Prioritize
"From: verify@coinbase.com
Subject: Confirm your account access
Use security code 101640 to finish signing in on your new device.",Prioritize
"From: security@uber.com
Subject: Confirm your account access
Your one-time verification code is 296412. It will expire shortly.",Prioritize
"From: alert@wellsfargo.com
Subject: Verification required
Security code: 651613. You received this because of a recent login attempt.",Prioritize
"From: no-reply@instagram.com
Subject: Your verification code
Here’s your verification code: 766549. Keep this code private and do not share it.",Prioritize
"From: security@appleid.com
Subject: Your one-time code
Use security code 926823 to finish signing in on your new device.",Prioritize
"From: noreply@outlook.com
Subject: 2-step verification code
Your verification code is 870899. Enter this code to continue signing in.",Prioritize
"From: alert@wellsfargo.com
Subject: Identity verification code
Enter 454992 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@instagram.com
Subject: Confirm your login
Enter 950916 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@chase.com
Subject: Security alert: new login
Your verification code is 311383. Enter this code to continue signing in.",Prioritize
"From: no-reply@netflix.com
Subject: Security alert: new login
Here’s your verification code: 640418. Keep this code private and do not share it.",Prioritize
"From: no-reply@chase.com
Subject: Sign-in attempt detected
Use 400009 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: no-reply@facebookmail.com
Subject: Verification required
Security code: 938171. You received this because of a recent login attempt.",Prioritize
"From: auth@github.com
Subject: Confirm your account access
Enter 455505 on the verification page to confirm it’s you.",Prioritize
"From: alert@wellsfargo.com
Subject: Identity verification code
Use 379676 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: noreply@twitter.com
Subject: 2-step verification code
Use 962287 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: noreply@outlook.com
Subject: Verification required
Here’s your verification code: 443848. Keep this code private and do not share it.",Prioritize
"From: auth@github.com
Subject: 2-step verification code
Enter 852524 on the verification page to confirm it’s you.",Prioritize
"From: alert@wellsfargo.com
Subject: Use this code to continue
Use 144412 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: noreply@twitter.com
Subject: Security alert: new login
Security code: 770532. You received this because of a recent login attempt.",Prioritize
"From: alert@wellsfargo.com
Subject: Identity verification code
Your verification code is 940010. Enter this code to continue signing in.",Prioritize
"From: verification@paypal.com
Subject: 2-step verification code
Enter 811027 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: login@google.com
Subject: Sign-in attempt detected
Use 916332 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: support@dropbox.com
Subject: 2-step verification code
Enter 133958 on the verification page to confirm it’s you.",Prioritize
"From: alert@wellsfargo.com
Subject: Your one-time code
Your one-time verification code is 565504. It will expire shortly.",Prioritize
"From: alert@wellsfargo.com
Subject: Confirm your account access
Use security code 429657 to finish signing in on your new device.",Prioritize
"From: noreply@outlook.com
Subject: Your verification code
Your one-time verification code is 871411. It will expire shortly.",Prioritize
"From: support@dropbox.com
Subject: Identity verification code
Enter 223481 on the verification page to confirm it’s you.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Use security code 399449 to finish signing in on your new device.",Prioritize
"From: noreply@outlook.com
Subject: Confirm your login
Enter 994253 to confirm your login attempt from Mobile App (Android). If this wasn’t you, please secure your account.",Prioritize
"From: auth@github.com
Subject: Verification required
Use 949884 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: login@google.com
Subject: Identity verification code
Enter 668507 to confirm your login attempt from Safari on iPhone. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@amazon.com
Subject: Your one-time code
Use security code 633469 to finish signing in on your new device.",Prioritize
"From: verification@paypal.com
Subject: Sign-in attempt detected
Use 928766 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verify@airbnb.com
Subject: 2-step verification code
Use 486831 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: login@google.com
Subject: Verification required
Your one-time verification code is 424314. It will expire shortly.",Prioritize
"From: noreply@twitter.com
Subject: Confirm your account access
Enter 963333 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@netflix.com
Subject: Verification required
Enter 571832 to confirm your login attempt from Edge on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: verify@airbnb.com
Subject: 2-step verification code
Your one-time verification code is 290802. It will expire shortly.",Prioritize
"From: no-reply@chase.com
Subject: Verification required
Enter 643269 to confirm your login attempt from Safari on iPhone. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@amazon.com
Subject: Your one-time code
Your one-time verification code is 843788. It will expire shortly.",Prioritize
"From: verify@coinbase.com
Subject: Verification required
Enter 362778 to confirm your login attempt from Safari on iPhone. If this wasn’t you, please secure your account.",Prioritize
"From: verify@coinbase.com
Subject: 2-step verification code
Use 659392 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@uber.com
Subject: Confirm your login
Use 279516 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@chase.com
Subject: Your verification code
Use security code 185168 to finish signing in on your new device.",Prioritize
"From: security@uber.com
Subject: Confirm your account access
Enter 748133 on the verification page to confirm it’s you.",Prioritize
"From: verify@airbnb.com
Subject: Security alert: new login
Use security code 773088 to finish signing in on your new device.",Prioritize
"From: support@dropbox.com
Subject: Security alert: new login
Enter 575575 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: auth@github.com
Subject: Confirm your account access
Use 607774 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: no-reply@linkedin.com
Subject: Confirm your login
Use 427766 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: support@dropbox.com
Subject: Confirm your login
Use 897615 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verification@microsoft.com
Subject: Use this code to continue
Use security code 228473 to finish signing in on your new device.",Prioritize
"From: verification@paypal.com
Subject: Verification required
Use 153063 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: noreply@twitter.com
Subject: Sign-in attempt detected
Use security code 267457 to finish signing in on your new device.",Prioritize
"From: no-reply@amazon.com
Subject: Use this code to continue
Here’s your verification code: 639728. Keep this code private and do not share it.",Prioritize
"From: no-reply@instagram.com
Subject: Your verification code
Use security code 194423 to finish signing in on your new device.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Here’s your verification code: 470037. Keep this code private and do not share it.",Prioritize
"From: no-reply@instagram.com
Subject: 2-step verification code
Here’s your verification code: 983791. Keep this code private and do not share it.",Prioritize
"From: verify@airbnb.com
Subject: Your verification code
Enter 988324 to confirm your login attempt from Mobile App (iOS). If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@facebookmail.com
Subject: Your one-time code
Your verification code is 900961. Enter this code to continue signing in.",Prioritize
"From: support@dropbox.com
Subject: Your verification code
Use 697983 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: verify@airbnb.com
Subject: Security alert: new login
Your one-time verification code is 177103. It will expire shortly.",Prioritize
"From: no-reply@facebookmail.com
Subject: 2-step verification code
Enter 813449 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: noreply@outlook.com
Subject: Confirm your account access
Enter 491326 to confirm your login attempt from Edge on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Your verification code is 633853. Enter this code to continue signing in.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your login
Your one-time verification code is 848255. It will expire shortly.",Prioritize
"From: auth@github.com
Subject: Confirm your login
Use 735710 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: no-reply@linkedin.com
Subject: Your one-time code
Use 270395 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@netflix.com
Subject: Identity verification code
Use 968524 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verify@coinbase.com
Subject: Use this code to continue
Use 955374 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: noreply@outlook.com
Subject: Confirm your account access
Use 712056 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@instagram.com
Subject: Security alert: new login
Your verification code is 787436. Enter this code to continue signing in.",Prioritize
"From: security@uber.com
Subject: Use this code to continue
Enter 278794 to confirm your login attempt from Mobile App (iOS). If this wasn’t you, please secure your account.",Prioritize
"From: verification@microsoft.com
Subject: Your verification code
Use security code 700383 to finish signing in on your new device.",Prioritize
"From: security@appleid.com
Subject: Use this code to continue
Security code: 428930. You received this because of a recent login attempt.",Prioritize
"From: security@bankofamerica.com
Subject: Confirm your account access
Your verification code is 626195. Enter this code to continue signing in.",Prioritize
"From: verification@paypal.com
Subject: Identity verification code
Enter 317413 on the verification page to confirm it’s you.",Prioritize
"From: security@venmo.com
Subject: Confirm your account access
Your one-time verification code is 428993. It will expire shortly.",Prioritize
"From: no-reply@netflix.com
Subject: Identity verification code
Use 471496 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@instagram.com
Subject: Sign-in attempt detected
Use security code 358494 to finish signing in on your new device.",Prioritize
"From: verify@coinbase.com
Subject: Security alert: new login
Use 839142 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: no-reply@instagram.com
Subject: Your one-time code
Here’s your verification code: 687713. Keep this code private and do not share it.",Prioritize
"From: noreply@outlook.com
Subject: 2-step verification code
Security code: 809489. You received this because of a recent login attempt.",Prioritize
"From: alert@wellsfargo.com
Subject: Confirm your login
Use 404561 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: alert@wellsfargo.com
Subject: Use this code to continue
Use security code 787836 to finish signing in on your new device.",Prioritize
"From: security@bankofamerica.com
Subject: Identity verification code
Enter 384303 to confirm your login attempt from Safari on iPhone. If this wasn’t you, please secure your account.",Prioritize
"From: noreply@outlook.com
Subject: 2-step verification code
Use security code 876880 to finish signing in on your new device.",Prioritize
"From: no-reply@chase.com
Subject: Identity verification code
Your verification code is 336633. Enter this code to continue signing in.",Prioritize
"From: noreply@outlook.com
Subject: Confirm your account access
Use 446337 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verification@paypal.com
Subject: Your verification code
Enter 677086 on the verification page to confirm it’s you.",Prioritize
"From: no-reply@instagram.com
Subject: Sign-in attempt detected
Here’s your verification code: 892630. Keep this code private and do not share it.",Prioritize
"From: no-reply@chase.com
Subject: Verification required
Your one-time verification code is 783984. It will expire shortly.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your login
Security code: 538184. You received this because of a recent login attempt.",Prioritize
"From: no-reply@instagram.com
Subject: Confirm your login
Your verification code is 885386. Enter this code to continue signing in.",Prioritize
"From: verify@coinbase.com
Subject: 2-step verification code
Here’s your verification code: 732063. Keep this code private and do not share it.",Prioritize
"From: auth@github.com
Subject: Identity verification code
Your one-time verification code is 649787. It will expire shortly.",Prioritize
"From: auth@github.com
Subject: Security alert: new login
Enter 302177 to confirm your login attempt from Edge on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: auth@github.com
Subject: Security alert: new login
Use 853504 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: verify@coinbase.com
Subject: 2-step verification code
Use 807160 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: support@dropbox.com
Subject: Confirm your account access
Security code: 640310. You received this because of a recent login attempt.",Prioritize
"From: noreply@outlook.com
Subject: Confirm your login
Use security code 247442 to finish signing in on your new device.",Prioritize
"From: security@appleid.com
Subject: Security alert: new login
Here’s your verification code: 502206. Keep this code private and do not share it.",Prioritize
"From: no-reply@netflix.com
Subject: Security alert: new login
Here’s your verification code: 710754. Keep this code private and do not share it.",Prioritize
"From: alert@wellsfargo.com
Subject: Sign-in attempt detected
Enter 165142 on the verification page to confirm it’s you.",Prioritize
"From: verify@coinbase.com
Subject: Confirm your login
Use 525110 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verify@coinbase.com
Subject: Your one-time code
Enter 744481 to confirm your login attempt from Chrome on Android. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@instagram.com
Subject: Confirm your login
Security code: 577079. You received this because of a recent login attempt.",Prioritize
"From: verify@airbnb.com
Subject: Use this code to continue
Use security code 894139 to finish signing in on your new device.",Prioritize
"From: no-reply@linkedin.com
Subject: Verification required
Use 651033 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@uber.com
Subject: Verification required
Use 164758 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verify@airbnb.com
Subject: Confirm your login
Use 272529 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@bankofamerica.com
Subject: 2-step verification code
Your verification code is 612573. Enter this code to continue signing in.",Prioritize
"From: auth@github.com
Subject: Confirm your login
Use 638179 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@chase.com
Subject: Identity verification code
Your verification code is 584838. Enter this code to continue signing in.",Prioritize
"From: support@dropbox.com
Subject: Security alert: new login
Use 956113 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: login@google.com
Subject: Your verification code
Your one-time verification code is 544278. It will expire shortly.",Prioritize
"From: no-reply@chase.com
Subject: Verification required
Security code: 595002. You received this because of a recent login attempt.",Prioritize
"From: no-reply@amazon.com
Subject: Confirm your login
Use 903028 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: support@dropbox.com
Subject: Use this code to continue
Your one-time verification code is 495833. It will expire shortly.",Prioritize
"From: verification@paypal.com
Subject: Your one-time code
Your one-time verification code is 224395. It will expire shortly.",Prioritize
"From: verification@paypal.com
Subject: Sign-in attempt detected
Here’s your verification code: 975373. Keep this code private and do not share it.",Prioritize
"From: auth@github.com
Subject: Identity verification code
Use security code 544730 to finish signing in on your new device.",Prioritize
"From: verification@microsoft.com
Subject: Use this code to continue
Use security code 462974 to finish signing in on your new device.",Prioritize
"From: noreply@outlook.com
Subject: Your verification code
Use 948799 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@appleid.com
Subject: Sign-in attempt detected
Use 316092 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@chase.com
Subject: Use this code to continue
Use security code 726822 to finish signing in on your new device.",Prioritize
"From: no-reply@chase.com
Subject: Confirm your account access
Your verification code is 560285. Enter this code to continue signing in.",Prioritize
"From: verification@paypal.com
Subject: Identity verification code
Use 403314 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@linkedin.com
Subject: Your one-time code
Your one-time verification code is 348411. It will expire shortly.",Prioritize
"From: verification@microsoft.com
Subject: Confirm your account access
Your one-time verification code is 415098. It will expire shortly.",Prioritize
"From: security@uber.com
Subject: Confirm your login
Your one-time verification code is 756401. It will expire shortly.",Prioritize
"From: no-reply@instagram.com
Subject: Your verification code
Your one-time verification code is 461145. It will expire shortly.",Prioritize
"From: no-reply@netflix.com
Subject: Confirm your account access
Security code: 528090. You received this because of a recent login attempt.",Prioritize
"From: no-reply@amazon.com
Subject: Identity verification code
Here’s your verification code: 596520. Keep this code private and do not share it.",Prioritize
"From: verification@paypal.com
Subject: Use this code to continue
Security code: 160423. You received this because of a recent login attempt.",Prioritize
"From: verify@airbnb.com
Subject: Identity verification code
Here’s your verification code: 240606. Keep this code private and do not share it.",Prioritize
"From: security@bankofamerica.com
Subject: Your one-time code
Use 778120 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: login@google.com
Subject: Identity verification code
Here’s your verification code: 859782. Keep this code private and do not share it.",Prioritize
"From: support@dropbox.com
Subject: 2-step verification code
Use security code 732209 to finish signing in on your new device.",Prioritize
"From: security@uber.com
Subject: Identity verification code
Use 327558 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:22 UTC.",Prioritize
"From: verify@coinbase.com
Subject: Your verification code
Enter 322096 on the verification page to confirm it’s you.",Prioritize
"From: verification@microsoft.com
Subject: 2-step verification code
Use security code 837954 to finish signing in on your new device.",Prioritize
"From: verify@airbnb.com
Subject: Your one-time code
Enter 913185 on the verification page to confirm it’s you.",Prioritize
"From: verify@airbnb.com
Subject: Your one-time code
Your one-time verification code is 423404. It will expire shortly.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Use 203398 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: security@bankofamerica.com
Subject: Your one-time code
Use 428122 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verification@microsoft.com
Subject: Confirm your login
Here’s your verification code: 117007. Keep this code private and do not share it.",Prioritize
"From: verification@paypal.com
Subject: Sign-in attempt detected
Use 445888 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: verification@microsoft.com
Subject: Use this code to continue
Here’s your verification code: 677390. Keep this code private and do not share it.",Prioritize
"From: no-reply@instagram.com
Subject: Use this code to continue
Enter 583214 to confirm your login attempt from Edge on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: verification@paypal.com
Subject: Identity verification code
Your one-time verification code is 612036. It will expire shortly.",Prioritize
"From: no-reply@chase.com
Subject: Verification required
Your verification code is 957730. Enter this code to continue signing in.",Prioritize
"From: noreply@twitter.com
Subject: Confirm your login
Use 983472 to verify your account. This code will expire in 15 minutes.",Prioritize
"From: verification@paypal.com
Subject: Your verification code
Use 329344 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: no-reply@chase.com
Subject: 2-step verification code
Enter 768706 on the verification page to confirm it’s you.",Prioritize
"From: security@appleid.com
Subject: Your verification code
Your verification code is 658065. Enter this code to continue signing in.",Prioritize
"From: security@appleid.com
Subject: Identity verification code
Your verification code is 857273. Enter this code to continue signing in.",Prioritize
"From: security@venmo.com
Subject: Confirm your account access
Use 945328 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: security@venmo.com
Subject: Confirm your login
Use 352674 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:17 UTC.",Prioritize
"From: no-reply@facebookmail.com
Subject: Confirm your account access
Enter 182857 on the verification page to confirm it’s you.",Prioritize
"From: security@uber.com
Subject: Sign-in attempt detected
Use 831105 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: no-reply@chase.com
Subject: Verification required
Your one-time verification code is 524965. It will expire shortly.",Prioritize
"From: no-reply@instagram.com
Subject: Your verification code
Use 767678 to verify your account. This code will expire in 5 minutes.",Prioritize
"From: no-reply@instagram.com
Subject: Confirm your account access
Your one-time verification code is 776234. It will expire shortly.",Prioritize
"From: no-reply@chase.com
Subject: Sign-in attempt detected
Here’s your verification code: 321686. Keep this code private and do not share it.",Prioritize
"From: no-reply@chase.com
Subject: Verification required
Enter 817675 to confirm your login attempt from Chrome on Windows. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@netflix.com
Subject: Your verification code
Security code: 317221. You received this because of a recent login attempt.",Prioritize
"From: login@google.com
Subject: Security alert: new login
Use 270341 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: support@dropbox.com
Subject: Identity verification code
Use 447843 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@venmo.com
Subject: Your one-time code
Use security code 156304 to finish signing in on your new device.",Prioritize
"From: login@google.com
Subject: Your one-time code
Use 734565 to verify your identity and complete your sign-in. This link expires at 2025-10-23 20:27 UTC.",Prioritize
"From: security@appleid.com
Subject: Security alert: new login
Use security code 921609 to finish signing in on your new device.",Prioritize
"From: alert@wellsfargo.com
Subject: Identity verification code
Use 493663 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: support@dropbox.com
Subject: Verification required
Use security code 909676 to finish signing in on your new device.",Prioritize
"From: login@google.com
Subject: Verification required
Enter 380989 to confirm your login attempt from Mobile App (iOS). If this wasn’t you, please secure your account.",Prioritize
"From: support@dropbox.com
Subject: Your one-time code
Your verification code is 478221. Enter this code to continue signing in.",Prioritize
"From: verify@coinbase.com
Subject: Use this code to continue
Enter 477400 to confirm your login attempt from Safari on Mac. If this wasn’t you, please secure your account.",Prioritize
"From: login@google.com
Subject: Confirm your login
Use 551914 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: security@appleid.com
Subject: Verification required
Use 471106 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: no-reply@linkedin.com
Subject: Your one-time code
Security code: 503951. You received this because of a recent login attempt.",Prioritize
"From: support@dropbox.com
Subject: Verification required
Use 860053 to access your account securely. If you didn't request this, ignore this email.",Prioritize
"From: security@venmo.com
Subject: Confirm your login
Enter 818605 to confirm your login attempt from Firefox on Linux. If this wasn’t you, please secure your account.",Prioritize
"From: no-reply@facebookmail.com
Subject: Security alert: new login
Use 381444 to verify your account. This code will expire in 10 minutes.",Prioritize
"From: no-reply@amazon.com
Subject: Confirm your account access
Enter 389366 on the verification page to confirm it’s you.",Prioritize
"From: login@google.com
Subject: Your one-time code
Use 363926 to access your account securely. If you didn't request this, ignore this email.",Prioritize
